Nation,Total Units,Total Fatalities,Total Serious Injuries,Total Minor Injuries,Year,Month,Day,Time,Speed Limit,Moisture,Adverse Weather Conditions,DayNight,Crash Type,Crash Severity,Alcohol Related ,Drug Related
AUS,2,0,0,0,2017, March, Saturday,19:20,60, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,2,0,0,0,2017, March, Saturday,21:10,60, Wet, Y, Night, Hit Fixed Object, Not Injured, N, N
AUS,2,0,0,0,2017, March, Sunday,12:00,60, Wet, Y, Daylight, Head On, Not Injured, N, N
AUS,2,0,1,0,2017, March, Sunday,15:00,70, Wet, Y, Daylight, Right Angle, Major Injury, N, N
AUS,3,0,0,0,2017, March, Saturday,21:20,60, Wet, Y, Night, Hit Fixed Object, Not Injured, N, N
AUS,2,0,0,0,2017, January, Thursday,18:40,50, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS,2,0,0,1,2017, March, Sunday,16:40,60, Wet, Y, Daylight, Rear End, Minor Injury, N, N
AUS,2,0,0,0,2017, March, Sunday,1:00,50, Dry, N, Night, Hit Fixed Object, Not Injured, N, N
AUS,2,0,0,4,2017, March, Sunday,17:30,50, Wet, Y, Daylight, Rear End, Minor Injury, N, N
AUS,2,0,0,0,2017, March, Sunday,20:00,60, Dry, N, Night, Hit Fixed Object, Not Injured, N, N
AUS,2,0,0,0,2017, March, Saturday,18:10,110, Dry, N, Daylight, Hit Fixed Object, Not Injured, Y, N
AUS,2,0,0,1,2017, March, Sunday,23:20,40, Dry, N, Night, Right Angle, Minor Injury, N, N
AUS,2,0,0,0,2017, March, Sunday,23:20,50, Dry, N, Night, Hit Fixed Object, Not Injured, N, N
AUS,2,0,0,0,2017, March, Sunday,11:10,60, Wet, Y, Daylight, Rear End, Not Injured, N, N
AUS,2,0,1,0,2017, March, Monday,8:00,60, Dry, N, Daylight, Hit Fixed Object, Major Injury, N, Y
AUS,2,0,0,1,2017, March, Monday,10:40,50, Dry, N, Daylight, Hit Fixed Object, Minor Injury, N, N
AUS,2,0,0,0,2017, March, Monday,10:50,90, Dry, N, Daylight, Side Swipe, Not Injured, N, N
AUS,2,0,0,0,2017, March, Monday,12:00,60, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,2,0,0,1,2017, March, Monday,13:00,60, Dry, N, Daylight, Right Angle, Minor Injury, N, N
AUS,2,0,0,0,2017, March, Monday,13:00,60, Dry, N, Daylight, Side Swipe, Not Injured, N, N
AUS,2,0,0,0,2017, March, Sunday,16:40,60, Wet, Y, Daylight, Rear End, Not Injured, N, N
AUS,2,0,0,1,2017, March, Wednesday,18:00,60, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS,2,0,0,0,2017, March, Sunday,11:20,50, Dry, N, Daylight, Hit Fixed Object, Not Injured, N, N
AUS,2,0,0,0,2017, March, Monday,17:20,80, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,2,0,0,0,2017, March, Monday,18:00,40, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS,2,0,0,0,2017, March, Monday,15:50,80, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS,3,0,0,0,2017, March, Monday,17:40,60, Dry, N, Daylight, Hit Fixed Object, Not Injured, N, N
AUS,2,0,2,4,2017, March, Monday,14:30,90, Dry, N, Daylight, Right Angle, Major Injury, N, Y
AUS,2,0,0,0,2017, March, Tuesday,0:30,60, Dry, N, Night, Rear End, Not Injured, N, N
AUS,2,0,0,1,2017, March, Tuesday,0:40,60, Dry, N, Night, Hit Fixed Object, Minor Injury, N, N
AUS,2,0,0,2,2017, March, Tuesday,1:20,110, Dry, N, Night, Hit Fixed Object, Minor Injury, N, N
AUS,2,0,0,2,2017, March, Monday,9:50,50, Dry, N, Daylight, Right Angle, Minor Injury, N, N
AUS,2,0,0,0,2017, March, Tuesday,8:30,50, Dry, N, Daylight, Hit Pedestrian, Not Injured, N, N
AUS,2,0,0,1,2017, March, Tuesday,7:00,50, Dry, N, Night, Right Angle, Minor Injury, N, N
AUS,2,0,0,1,2017, March, Monday,11:10,50, Dry, N, Daylight, Hit Fixed Object, Minor Injury, N, N
AUS,3,0,0,1,2017, March, Tuesday,8:10,60, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS,2,0,0,0,2017, March, Tuesday,8:20,50, Dry, N, Daylight, Hit Pedestrian, Not Injured, N, N
AUS,2,0,0,0,2017, March, Tuesday,8:30,50, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS,2,0,0,0,2017, March, Tuesday,10:00,60, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,5,0,0,2,2017, March, Tuesday,7:30,50, Dry, N, Daylight, Right Angle, Minor Injury, N, N
AUS,5,0,0,3,2017, March, Tuesday,9:40,40, Dry, N, Daylight, Hit Fixed Object, Minor Injury, N, N
AUS,3,0,0,1,2017, March, Tuesday,10:40,50, Dry, N, Daylight, Hit Fixed Object, Minor Injury, N, N
AUS,2,0,0,0,2017, March, Monday,13:00,90, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,2,0,0,0,2017, March, Tuesday,10:00,50, Dry, N, Daylight, Side Swipe, Not Injured, N, N
AUS,2,0,0,0,2017, March, Tuesday,8:10,60, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,2,0,0,0,2017, March, Tuesday,8:00,60, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS,2,0,0,0,2017, March, Tuesday,8:50,60, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS,2,0,0,1,2017, March, Monday,23:20,60, Dry, N, Night, Rear End, Minor Injury, N, N
AUS,2,0,0,0,2017, March, Monday,15:20,70, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS,2,0,0,1,2017, March, Monday,17:40,50, Dry, N, Daylight, Right Angle, Minor Injury, N, N
AUS,2,0,0,0,2017, March, Tuesday,15:20,60, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS,2,0,0,1,2017, March, Tuesday,9:40,60, Dry, N, Daylight, Side Swipe, Minor Injury, N, N
AUS,3,0,0,1,2017, March, Tuesday,13:00,50, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS,2,0,0,1,2017, March, Tuesday,15:20,60, Dry, N, Daylight, Right Angle, Minor Injury, N, N
AUS,2,0,0,1,2017, March, Tuesday,17:50,50, Dry, N, Daylight, Right Angle, Minor Injury, N, N
AUS,2,0,0,0,2017, March, Tuesday,16:30,50, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS,2,0,0,1,2017, March, Sunday,17:00,80, Wet, Y, Daylight, Rear End, Minor Injury, N, N
AUS,2,0,0,0,2017, March, Tuesday,16:30,60, Dry, N, Daylight, Side Swipe, Not Injured, N, N
AUS,2,0,0,0,2017, March, Tuesday,11:00,60, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS,3,0,0,0,2017, March, Tuesday,17:00,60, Dry, N, Daylight, Side Swipe, Not Injured, N, N
AUS,4,0,0,0,2017, March, Tuesday,16:30,60, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,2,0,0,1,2017, March, Tuesday,15:30,60, Dry, N, Daylight, Hit Fixed Object, Minor Injury, N, N
AUS,2,0,0,0,2017, March, Tuesday,18:30,80, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,2,0,0,0,2017, March, Tuesday,17:40,50, Dry, N, Daylight, Right Angle, Not Injured, Y, N
AUS,3,0,0,2,2017, March, Tuesday,17:40,60, Dry, N, Daylight, Right Angle, Minor Injury, N, N
AUS,2,0,0,1,2017, March, Tuesday,19:50,60, Dry, N, Night, Rear End, Minor Injury, N, N
AUS,4,0,0,2,2017, March, Wednesday,6:50,60, Dry, N, Night, Rear End, Minor Injury, N, N
AUS,2,0,0,0,2017, March, Tuesday,16:00,60, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,3,0,0,1,2017, March, Wednesday,9:20,80, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS,2,0,0,0,2017, March, Wednesday,8:00,60, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS,2,0,0,2,2017, March, Wednesday,9:00,50, Dry, N, Daylight, Right Angle, Minor Injury, N, N
AUS,2,0,0,1,2017, February, Tuesday,17:40,60, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS,2,0,0,1,2017, March, Wednesday,9:30,60, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS,2,0,0,1,2017, March, Wednesday,10:00,60, Dry, N, Daylight, Right Angle, Minor Injury, N, N
AUS,2,0,0,0,2017, March, Wednesday,8:00,50, Dry, N, Daylight, Hit Fixed Object, Not Injured, N, N
AUS,2,0,0,1,2017, March, Wednesday,10:40,50, Dry, N, Daylight, Hit Fixed Object, Minor Injury, N, N
AUS,3,0,0,2,2017, March, Wednesday,11:40,80, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS,2,0,0,0,2017, March, Wednesday,10:00,60, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS,2,0,0,0,2017, March, Wednesday,10:40,60, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS,2,0,0,1,2017, March, Monday,13:40,60, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS,2,0,0,0,2017, March, Saturday,0:10,50, Dry, N, Night, Hit Fixed Object, Not Injured, N, N
AUS,2,0,0,0,2017, March, Wednesday,14:50,80, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,2,0,1,0,2017, March, Tuesday,18:40,60, Dry, N, Daylight, Hit Fixed Object, Major Injury, Y, N
AUS,2,0,0,0,2017, March, Wednesday,10:20,60, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS,2,0,0,1,2017, March, Wednesday,13:30,60, Dry, N, Daylight, Right Angle, Minor Injury, N, N
AUS,2,0,0,0,2017, March, Wednesday,12:30,50, Dry, N, Daylight, Head On, Not Injured, N, N
AUS,4,0,0,1,2017, March, Wednesday,16:40,60, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS,2,0,0,0,2017, March, Wednesday,6:10,90, Dry, N, Night, Side Swipe, Not Injured, N, N
AUS,2,0,0,0,2017, March, Wednesday,16:00,60, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,2,0,0,1,2017, March, Wednesday,16:30,50, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS,3,0,0,0,2017, March, Wednesday,17:00,50, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,2,0,0,1,2017, March, Wednesday,16:40,100, Dry, N, Daylight, Hit Fixed Object, Minor Injury, N, Y
AUS,2,0,0,1,2017, March, Wednesday,20:30,90, Dry, N, Night, Right Angle, Minor Injury, N, Y
AUS,2,0,0,0,2017, March, Wednesday,23:10,80, Dry, N, Night, Hit Fixed Object, Not Injured, N, N
AUS,2,0,0,0,2017, March, Thursday,1:20,50, Dry, N, Night, Hit Fixed Object, Not Injured, Y, N
AUS,2,0,0,0,2017, March, Wednesday,22:40,80, Wet, N, Night, Hit Fixed Object, Not Injured, Y, N
AUS,2,0,0,0,2017, March, Thursday,8:20,60, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS,2,0,0,0,2017, March, Tuesday,13:30,80, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,2,0,0,1,2017, March, Wednesday,8:20,60, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS,2,0,0,0,2017, March, Wednesday,20:50,60, Dry, N, Night, Right Angle, Not Injured, N, N
AUS,2,0,0,0,2017, March, Wednesday,21:00,60, Dry, N, Night, Rear End, Not Injured, N, N
AUS,2,0,1,0,2017, March, Wednesday,8:00,110, Dry, N, Daylight, Hit Fixed Object, Major Injury, N, N
AUS,2,0,0,1,2017, March, Thursday,12:30,50, Dry, N, Daylight, Right Angle, Minor Injury, N, N
AUS,2,0,0,1,2017, March, Wednesday,15:50,60, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS,4,0,0,0,2017, March, Thursday,13:20,60, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS,2,0,0,0,2017, March, Wednesday,19:30,60, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,2,0,0,0,2017, March, Thursday,13:20,50, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS,2,0,0,0,2017, March, Thursday,14:20,60, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,2,0,0,0,2017, March, Thursday,15:50,50, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS,2,0,0,0,2017, March, Thursday,14:50,50, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,2,0,0,0,2017, March, Thursday,14:20,60, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,2,0,0,0,2017, March, Thursday,17:00,60, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS,2,0,0,2,2017, March, Thursday,18:20,60, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS,2,0,1,0,2017, March, Thursday,11:20,50, Dry, N, Daylight, Side Swipe, Major Injury, N, N
AUS,2,0,0,0,2017, March, Thursday,18:20,50, Dry, N, Daylight, Hit Pedestrian, Not Injured, N, N
AUS,2,0,0,1,2017, March, Thursday,16:50,60, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS,3,0,0,0,2017, March, Thursday,17:00,50, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS,2,0,0,0,2017, March, Thursday,18:30,100, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,2,0,0,0,2017, March, Thursday,16:40,50, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,2,0,0,1,2017, March, Wednesday,16:20,60, Dry, N, Daylight, Right Angle, Minor Injury, N, N
AUS,2,0,0,0,2017, March, Thursday,14:40,60, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,2,0,0,1,2017, March, Thursday,19:00,50, Dry, N, Daylight, Hit Pedestrian, Minor Injury, N, N
AUS,2,0,0,3,2017, March, Friday,2:30,80, Dry, N, Night, Hit Fixed Object, Minor Injury, Y, Y
AUS,2,0,0,0,2017, March, Thursday,14:20,60, Dry, N, Daylight, Hit Fixed Object, Not Injured, N, N
AUS,2,0,0,0,2017, March, Thursday,7:00,60, Dry, N, Night, Right Angle, Not Injured, N, N
AUS,2,0,0,1,2017, March, Thursday,17:50,60, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS,2,0,0,0,2017, March, Friday,7:50,60, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,2,0,0,1,2017, March, Thursday,12:20,60, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS,2,0,0,0,2017, March, Friday,8:20,60, Dry, N, Daylight, Side Swipe, Not Injured, N, N
AUS,3,0,0,0,2017, March, Friday,8:30,60, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,2,0,0,2,2017, March, Thursday,13:00,80, Dry, N, Daylight, Hit Fixed Object, Minor Injury, N, N
AUS,2,0,0,0,2017, March, Friday,6:30,70, Dry, N, Night, Rear End, Not Injured, N, N
AUS,2,0,0,0,2017, March, Friday,10:20,60, Dry, N, Daylight, Side Swipe, Not Injured, N, N
AUS,2,0,0,0,2017, March, Thursday,11:40,50, Dry, N, Daylight, Head On, Not Injured, N, N
AUS,2,0,0,0,2017, March, Friday,8:10,100, Dry, N, Daylight, Hit Fixed Object, Not Injured, N, N
AUS,2,0,0,0,2017, March, Friday,8:00,90, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,2,0,0,1,2017, March, Friday,8:40,60, Dry, N, Daylight, Hit Fixed Object, Minor Injury, N, N
AUS,2,0,0,0,2017, March, Wednesday,10:50,60, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS,2,0,0,1,2017, February, Wednesday,17:30,60, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS,2,0,0,0,2017, March, Tuesday,22:20,50, Dry, N, Night, Hit Fixed Object, Not Injured, N, N
AUS,2,0,0,1,2017, March, Friday,13:50,60, Dry, N, Daylight, Side Swipe, Minor Injury, N, N
AUS,2,0,0,0,2017, March, Friday,8:20,70, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS,2,0,0,0,2017, March, Friday,15:00,60, Dry, N, Daylight, Side Swipe, Not Injured, N, N
AUS,2,0,0,0,2017, March, Friday,12:30,60, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS,2,0,0,0,2017, March, Thursday,16:40,60, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,4,0,0,0,2017, March, Friday,15:30,70, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,2,0,0,0,2017, March, Friday,15:20,50, Dry, N, Daylight, Side Swipe, Not Injured, N, N
AUS,2,0,0,0,2017, March, Friday,14:20,50, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,2,0,0,0,2017, March, Friday,16:00,60, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,2,0,0,0,2017, March, Friday,16:40,80, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS,2,0,0,0,2017, March, Friday,17:20,60, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS,3,0,0,0,2017, March, Friday,18:00,60, Dry, N, Daylight, Hit Fixed Object, Not Injured, N, N
AUS,2,0,0,2,2017, March, Friday,18:30,60, Dry, N, Daylight, Hit Fixed Object, Minor Injury, N, N
AUS,2,0,0,1,2017, March, Friday,19:50,60, Dry, N, Night, Right Angle, Minor Injury, N, N
AUS,2,0,0,1,2017, March, Friday,18:50,60, Dry, N, Daylight, Right Angle, Minor Injury, N, N
AUS,2,0,0,0,2017, March, Friday,19:40,40, Dry, N, Night, Right Angle, Not Injured, N, N
AUS,2,0,1,0,2017, March, Friday,17:30,60, Dry, N, Daylight, Hit Pedestrian, Major Injury, N, N
AUS,2,1,0,0,2017, March, Friday,18:50,50, Dry, N, Daylight, Hit Fixed Object, Fatal, N, N
AUS,2,0,0,0,2017, March, Friday,21:10,110, Dry, N, Night, Side Swipe, Not Injured, N, N
AUS,2,0,0,0,2017, March, Friday,22:00,50, Dry, N, Night, Hit Pedestrian, Not Injured, N, N
AUS,3,0,0,0,2017, March, Friday,23:10,50, Dry, N, Night, Right Angle, Not Injured, N, N
AUS,2,0,0,1,2017, March, Friday,21:20,60, Dry, N, Night, Hit Fixed Object, Minor Injury, N, N
AUS,2,0,0,0,2017, March, Friday,20:50,100, Dry, N, Night, Hit Fixed Object, Not Injured, N, N
AUS,3,0,0,0,2017, March, Friday,23:50,60, Dry, N, Night, Hit Fixed Object, Not Injured, Y, N
AUS,2,0,0,0,2017, March, Saturday,0:20,90, Dry, N, Night, Side Swipe, Not Injured, N, N
AUS,2,0,0,0,2017, March, Saturday,2:00,70, Dry, N, Night, Hit Fixed Object, Not Injured, N, N
AUS,2,0,0,0,2017, March, Saturday,2:20,60, Dry, N, Night, Side Swipe, Not Injured, N, N
AUS,2,0,0,1,2017, March, Friday,8:00,60, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS,2,0,0,0,2017, March, Saturday,8:50,50, Dry, N, Daylight, Hit Fixed Object, Not Injured, N, N
AUS,2,0,0,0,2017, March, Saturday,10:00,60, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,2,0,0,0,2017, March, Saturday,13:00,60, Dry, N, Daylight, Hit Fixed Object, Not Injured, N, N
AUS,2,0,0,1,2017, March, Saturday,13:00,50, Dry, N, Daylight, Right Angle, Minor Injury, N, N
AUS,3,0,0,0,2017, March, Saturday,16:30,60, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,3,0,0,1,2017, March, Saturday,13:30,110, Dry, N, Daylight, Side Swipe, Minor Injury, N, N
AUS,2,0,0,1,2017, March, Saturday,14:10,60, Dry, N, Daylight, Right Angle, Minor Injury, N, N
AUS,2,0,0,1,2017, March, Saturday,15:40,50, Dry, N, Daylight, Right Angle, Minor Injury, N, N
AUS,2,0,0,0,2017, March, Saturday,16:50,80, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS,3,0,0,0,2017, March, Saturday,16:50,60, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,3,0,0,1,2017, March, Friday,17:30,80, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS,2,0,0,1,2017, March, Saturday,18:00,60, Dry, N, Daylight, Right Angle, Minor Injury, N, N
AUS,2,0,0,1,2017, March, Saturday,19:20,60, Dry, N, Daylight, Right Angle, Minor Injury, N, N
AUS,3,0,0,0,2017, March, Saturday,17:20,60, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,2,0,1,0,2017, March, Saturday,20:20,50, Dry, N, Night, Hit Fixed Object, Major Injury, Y, Y
AUS,2,0,0,1,2017, March, Sunday,1:00,60, Dry, N, Night, Hit Fixed Object, Minor Injury, Y, N
AUS,2,0,0,1,2017, March, Sunday,0:10,50, Dry, N, Night, Hit Fixed Object, Minor Injury, N, N
AUS,2,0,0,3,2017, March, Sunday,3:30,50, Dry, N, Night, Hit Fixed Object, Minor Injury, Y, N
AUS,2,0,0,0,2017, March, Saturday,12:30,60, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS,2,0,0,1,2017, March, Sunday,6:30,50, Dry, N, Night, Hit Fixed Object, Minor Injury, Y, N
AUS,3,0,0,1,2017, March, Sunday,11:00,60, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS,2,0,0,0,2017, March, Saturday,15:00,60, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,2,0,0,0,2017, March, Saturday,14:20,60, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS,2,0,0,0,2017, March, Saturday,20:30,80, Dry, N, Night, Rear End, Not Injured, N, N
AUS,2,0,1,0,2017, March, Sunday,11:30,60, Dry, N, Daylight, Right Angle, Major Injury, N, N
AUS,3,0,0,0,2017, March, Sunday,10:30,60, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,3,0,0,0,2017, March, Thursday,21:00,60, Dry, N, Night, Rear End, Not Injured, N, N
AUS,2,0,0,1,2017, March, Saturday,18:00,80, Dry, N, Daylight, Hit Fixed Object, Minor Injury, Y, N
AUS,3,0,0,1,2017, February, Wednesday,23:30,50, Dry, N, Night, Hit Fixed Object, Minor Injury, Y, N
AUS,2,0,0,0,2017, March, Sunday,16:10,100, Dry, N, Daylight, Hit Fixed Object, Not Injured, N, N
AUS,2,0,2,1,2017, March, Sunday,12:30,110, Dry, N, Daylight, Rear End, Major Injury, N, N
AUS,2,0,0,0,2017, March, Sunday,18:00,50, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS,2,0,0,4,2017, March, Sunday,19:10,80, Dry, N, Daylight, Right Angle, Minor Injury, N, N
AUS,2,0,0,1,2017, March, Sunday,19:50,60, Dry, N, Night, Hit Fixed Object, Minor Injury, N, N
AUS,2,0,0,0,2017, March, Sunday,20:50,110, Dry, N, Night, Hit Fixed Object, Not Injured, N, N
AUS,2,0,0,0,2017, March, Sunday,22:50,60, Dry, N, Night, Hit Pedestrian, Not Injured, N, N
AUS,3,0,0,0,2017, March, Monday,1:30,50, Dry, N, Night, Hit Fixed Object, Not Injured, N, N
AUS,2,0,0,0,2017, March, Monday,3:00,60, Dry, N, Night, Hit Fixed Object, Not Injured, N, N
AUS,2,0,0,0,2017, March, Sunday,23:30,50, Dry, N, Night, Hit Fixed Object, Not Injured, N, N
AUS,2,0,0,2,2017, March, Sunday,22:40,60, Dry, N, Night, Rear End, Minor Injury, N, N
AUS,3,0,0,0,2017, March, Sunday,17:00,50, Dry, N, Daylight, Hit Fixed Object, Not Injured, Y, N
AUS,2,0,0,0,2017, March, Monday,8:20,60, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,2,0,0,1,2017, March, Monday,8:00,50, Dry, N, Daylight, Right Angle, Minor Injury, N, N
AUS,2,0,0,0,2017, March, Monday,6:40,60, Dry, N, Night, Rear End, Not Injured, N, N
AUS,2,0,0,0,2017, March, Sunday,20:20,60, Dry, N, Night, Hit Fixed Object, Not Injured, N, N
AUS,2,0,0,0,2017, March, Friday,14:50,60, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,2,0,0,0,2017, March, Monday,9:10,50, Dry, N, Daylight, Side Swipe, Not Injured, N, N
AUS,2,0,0,0,2017, March, Friday,10:20,50, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS,3,0,0,0,2017, March, Monday,8:00,60, Dry, N, Daylight, Hit Fixed Object, Not Injured, N, N
AUS,2,0,0,2,2017, March, Sunday,19:00,110, Dry, N, Daylight, Side Swipe, Minor Injury, N, N
AUS,2,0,0,1,2017, March, Monday,11:00,60, Dry, N, Daylight, Right Angle, Minor Injury, N, N
AUS,2,0,0,0,2017, March, Sunday,20:30,100, Dry, N, Night, Hit Fixed Object, Not Injured, N, N
AUS,2,0,0,0,2017, March, Monday,10:20,60, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS,2,0,0,0,2017, March, Monday,9:00,60, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,2,0,0,0,2017, March, Monday,10:50,60, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS,2,0,0,0,2017, March, Monday,8:30,50, Dry, N, Daylight, Hit Fixed Object, Not Injured, N, N
AUS,2,0,0,1,2017, March, Monday,12:50,80, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS,2,0,0,0,2017, March, Monday,7:50,60, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS,2,0,0,0,2017, March, Monday,12:30,50, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,2,0,0,0,2017, March, Monday,15:40,100, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,2,0,0,0,2017, March, Monday,15:50,60, Wet, Y, Daylight, Rear End, Not Injured, N, N
AUS,2,0,0,0,2017, March, Monday,13:00,80, Dry, N, Daylight, Hit Fixed Object, Not Injured, N, N
AUS,2,0,0,0,2017, March, Monday,16:20,60, Wet, N, Daylight, Right Angle, Not Injured, N, N
AUS,2,0,0,0,2017, March, Monday,15:10,50, Wet, Y, Daylight, Right Angle, Not Injured, N, N
AUS,2,0,0,1,2017, March, Monday,16:30,70, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS,2,0,0,0,2017, March, Monday,16:40,60, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,2,0,0,0,2017, March, Monday,16:00,60, Wet, Y, Daylight, Right Angle, Not Injured, N, N
AUS,2,0,0,1,2017, March, Monday,17:00,50, Dry, N, Daylight, Right Angle, Minor Injury, N, N
AUS,3,0,0,2,2017, March, Monday,17:00,60, Wet, Y, Daylight, Right Angle, Minor Injury, N, N
AUS,2,0,0,0,2017, March, Monday,16:10,100, Dry, N, Daylight, Hit Fixed Object, Not Injured, N, N
AUS,2,0,0,1,2017, March, Monday,18:30,60, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS,2,0,1,0,2017, March, Monday,16:50,50, Dry, N, Daylight, Hit Fixed Object, Major Injury, N, N
AUS,3,0,0,3,2017, March, Monday,15:10,60, Wet, Y, Daylight, Rear End, Minor Injury, N, N
AUS,2,0,0,1,2017, March, Monday,21:10,80, Dry, N, Night, Rear End, Minor Injury, N, N
AUS,2,0,0,1,2017, March, Tuesday,2:00,110, Wet, Y, Night, Hit Fixed Object, Minor Injury, N, N
AUS,2,0,0,1,2017, March, Monday,14:30,110, Dry, N, Daylight, Hit Fixed Object, Minor Injury, N, N
AUS,2,0,0,1,2017, March, Tuesday,7:30,60, Wet, Y, Daylight, Right Angle, Minor Injury, N, N
AUS,2,0,0,0,2017, March, Monday,8:10,60, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS,2,0,0,1,2017, March, Monday,8:00,60, Dry, N, Daylight, Right Angle, Minor Injury, N, N
AUS,4,0,0,2,2017, March, Monday,15:40,60, Dry, N, Daylight, Rear End, Minor Injury, N, N
