Nation,Total Units,Total Fatalities,Total Serious Injuries,Total Minor Injuries,Year,Month,Day,Time,Speed Limit,Moisture,Adverse Weather Conditions,DayNight,Crash Type,Crash Severity,Alcohol Related ,Drug Related
US,2,0,0,0,2017, February, Wednesday,7.70,56, Dry, N, Daylight, Right Angle, Minor Injury, N, N
US,2,0,0,0,2017, May, Thursday,7.70,56, Wet, Y, Daylight, Rear End, Minor Injury, N, N
US,2,0,0,0,2017, July, Wednesday,7.70,56, Dry, N, Daylight, Side Swipe, Not Injured, N, N
US,2,0,0,0,2017, July, Wednesday,7.70,56, Dry, N, Daylight, Rear End, Not Injured, N, N
US,4,0,0,0,2017, August, Friday,7.70,56, Dry, N, Daylight, Rear End, Not Injured, N, N
US,2,0,0,1,2017, August, Friday,7.70,56, Dry, N, Daylight, Side Swipe, Minor Injury, N, N
US,2,0,0,1,2017, August, Friday,7.70,56, Wet, Y, Daylight, Right Angle, Minor Injury, N, N
US,2,0,0,0,2017, August, Tuesday,7.70,56, Dry, N, Daylight, Right Angle, Not Injured, N, N
US,2,0,0,0,2017, September, Thursday,7.70,56, Dry, N, Daylight, Right Angle, Not Injured, N, N
US,4,0,0,0,2017, September, Tuesday,7.70,56, Dry, N, Daylight, Rear End, Not Injured, N, N
US,2,0,0,0,2017, October, Thursday,7.70,56, Dry, Y, Daylight, Right Angle, Minor Injury, N, N
US,2,0,0,1,2017, November, Wednesday,7.70,56, Wet, Y, Night, Rear End, Minor Injury, N, N
US,3,0,0,0,2017, December, Friday,7.70,56, Dry, N, Daylight, Rear End, Not Injured, N, N
US,2,0,0,0,2017, December, Saturday,7.70,56, Dry, N, Daylight, Rear End, Not Injured, N, N
US,2,0,0,0,2017, December, Monday,7.70,56, Dry, N, Daylight, Rear End, Not Injured, N, N
US,2,0,0,0,2017, December, Thursday,7.70,56, Dry, Y, Daylight, Right Angle, Not Injured, N, N
AUS,2,0,0,1,2017, February, Tuesday,7.70,60, Dry, N, Daylight, Right Angle, Minor Injury, N, N
AUS,2,0,0,0,2017, February, Friday,7.70,60, Dry, N, Daylight, Side Swipe, Not Injured, N, N
AUS,2,0,0,1,2017, February, Tuesday,7.70,60, Dry, N, Daylight, Right Angle, Minor Injury, N, N
AUS,3,0,0,1,2017, April, Tuesday,7.70,60, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS,2,0,1,0,2017, April, Tuesday,7.70,60, Dry, N, Daylight, Hit Pedestrian, Major Injury, N, N
AUS,2,0,0,0,2017, April, Wednesday,7.70,60, Dry, N, Daylight, Side Swipe, Not Injured, N, N
AUS,3,0,0,0,2017, April, Thursday,7.70,60, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,3,0,0,2,2017, May, Friday,7.70,60, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS,2,0,0,1,2017, June, Saturday,7.70,60, Dry, N, Daylight, Hit Pedestrian, Minor Injury, N, N
AUS,2,0,0,1,2017, June, Friday,7.70,60, Wet, N, Daylight, Rear End, Minor Injury, N, N
AUS,2,0,0,0,2017, June, Friday,7.70,60, Dry, N, Daylight, Side Swipe, Not Injured, N, N
AUS,4,0,0,0,2017, July, Wednesday,7.70,60, Wet, N, Daylight, Rear End, Not Injured, N, N
AUS,2,0,0,0,2017, July, Wednesday,7.70,60, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,2,0,1,0,2017, July, Friday,7.70,60, Dry, N, Daylight, Rear End, Major Injury, N, N
AUS,2,0,0,1,2017, August, Wednesday,7.70,60, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS,2,0,0,0,2017, August, Sunday,7.70,60, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS,2,0,0,0,2017, August, Wednesday,7.70,60, Wet, N, Daylight, Rear End, Not Injured, N, N
AUS,3,0,0,0,2017, August, Wednesday,7.70,60, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,2,0,0,0,2017, September, Tuesday,7.70,60, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,3,0,0,1,2017, October, Monday,7.70,60, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS,2,0,0,0,2017, November, Thursday,7.70,60, Dry, N, Daylight, Hit Pedestrian, Not Injured, N, N
AUS,2,0,0,2,2017, November, Friday,7.70,60, Wet, Y, Daylight, Rear End, Minor Injury, N, N
AUS,2,0,0,0,2017, November, Monday,7.70,60, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,2,0,0,0,2017, November, Wednesday,7.70,60, Dry, N, Daylight, Hit Fixed Object, Not Injured, N, N
AUS,2,0,0,0,2017, December, Wednesday,7.70,60, Dry, N, Daylight, Side Swipe, Not Injured, N, N
US,2,0,0,0,2017, March, Thursday,7.70,64, Dry, N, Daylight, Rear End, Not Injured, N, N
US,2,0,0,0,2017, May, Monday,7.70,64, Dry, N, Daylight, Right Angle, Not Injured, N, N
US,2,0,0,1,2017, May, Thursday,7.70,64, Wet, Y, Daylight, Rear End, Minor Injury, N, N
US,3,0,0,0,2017, August, Monday,7.70,64, Wet, Y, Daylight, Rear End, Not Injured, N, N
US,2,0,0,0,2017, September, Thursday,7.70,64, Dry, Y, Daylight, Side Swipe, Not Injured, N, N
US,2,0,0,0,2017, November, Wednesday,7.70,64, Wet, Y, Daylight, Rear End, Not Injured, N, N
AUS,2,0,0,1,2017, April, Monday,7.70,70, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS,2,0,0,0,2017, May, Monday,7.70,70, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,4,0,0,3,2017, September, Friday,7.70,70, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS,2,0,0,0,2017, September, Thursday,7.70,70, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,2,0,0,1,2017, October, Tuesday,7.70,70, Dry, N, Daylight, Rear End, Minor Injury, N, N
US,6,0,1,0,2017, February, Friday,7.70,72, Dry, N, Daylight, Rear End, Major Injury, N, N
US,2,0,0,0,2017, August, Thursday,7.70,72, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS,2,0,0,0,2017, February, Wednesday,7.70,80, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,2,0,0,0,2017, May, Monday,7.70,80, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS,2,0,0,1,2017, September, Wednesday,7.70,80, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS,5,0,0,1,2017, October, Monday,7.70,80, Wet, N, Daylight, Rear End, Minor Injury, N, N
AUS,2,0,0,0,2017, November, Saturday,7.70,80, Dry, N, Daylight, Right Angle, Not Injured, N, N
US,4,0,0,0,2017, January, Wednesday,7.70,89, Dry, N, Daylight, Rear End, Minor Injury, N, N
US,2,0,0,0,2017, February, Thursday,7.70,89, Dry, Y, Daylight, Side Swipe, Not Injured, N, N
US,3,0,0,0,2017, May, Monday,7.70,89, Dry, N, Daylight, Rear End, Not Injured, N, N
US,2,0,0,0,2017, June, Friday,7.70,89, Wet, Y, Daylight, Right Angle, Not Injured, N, N
US,3,0,0,0,2017, August, Friday,7.70,89, Wet, Y, Daylight, Rear End, Minor Injury, N, N
US,3,0,0,0,2017, September, Monday,7.70,89, Dry, N, Daylight, Rear End, Not Injured, N, N
US,3,0,0,0,2017, September, Wednesday,7.70,89, Dry, N, Daylight, Side Swipe, Not Injured, N, N
US,2,0,0,0,2017, June, Friday,7.70,89, Dry, N, Daylight, Rear End, Not Injured, N, N
US,2,0,0,0,2017, October, Tuesday,7.70,89, Wet, Y, Daylight, Rear End, Not Injured, N, N
US,2,0,0,0,2017, October, Friday,7.70,89, Dry, N, Daylight, Rear End, Not Injured, N, N
US,3,0,0,0,2017, November, Wednesday,7.70,89, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,2,0,0,0,2017, June, Wednesday,7.70,100, Dry, N, Daylight, Head On, Not Injured, N, N
AUS,2,1,0,0,2017, September, Wednesday,7.70,100, Dry, N, Daylight, Hit Fixed Object, Fatal, N, N
AUS,2,0,0,0,2017, December, Tuesday,7.70,100, Wet, Y, Daylight, Rear End, Not Injured, N, N
US,2,0,0,0,2017, August, Tuesday,7.70,105, Dry, N, Daylight, Side Swipe, Minor Injury, N, N
AUS,2,0,0,2,2017, May, Thursday,7.70,110, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS,2,0,1,0,2017, July, Friday,7.70,110, Dry, N, Daylight, Hit Fixed Object, Major Injury, N, N
US,2,0,0,0,2017, May, Tuesday,7.80,32, Dry, N, Daylight, Right Angle, Not Injured, N, N
US,2,0,0,0,2017, October, Monday,7.80,32, Wet, Y, Daylight, Right Angle, Not Injured, N, N
US,2,0,0,0,2017, January, Friday,7.80,40, Dry, Y, Daylight, Right Angle, Not Injured, N, N
US,2,0,0,1,2017, February, Thursday,7.80,40, Wet, N, Daylight, Right Angle, Minor Injury, N, N
US,2,0,0,0,2017, March, Friday,7.80,40, Dry, N, Daylight, Right Angle, Not Injured, N, N
US,2,0,0,0,2017, March, Thursday,7.80,40, Dry, N, Daylight, Right Angle, Not Injured, N, N
US,2,0,0,0,2017, March, Wednesday,7.80,40, Dry, N, Daylight, Right Angle, Not Injured, N, N
US,2,0,0,0,2017, April, Tuesday,7.80,40, Dry, N, Daylight, Right Angle, Minor Injury, N, N
US,2,0,0,0,2017, April, Thursday,7.80,40, Dry, N, Daylight, Rear End, Not Injured, N, N
US,2,0,1,0,2017, April, Thursday,7.80,40, Dry, N, Daylight, Head On, Major Injury, N, N
US,2,0,0,0,2017, May, Tuesday,7.80,40, Dry, N, Daylight, Right Angle, Not Injured, N, N
US,2,0,0,0,2017, May, Friday,7.80,40, Dry, N, Daylight, Rear End, Not Injured, N, N
US,2,0,0,0,2017, May, Monday,7.80,40, Dry, N, Daylight, Side Swipe, Not Injured, N, N
US,2,0,0,0,2017, May, Tuesday,7.80,40, Dry, N, Daylight, Rear End, Not Injured, N, N
US,2,0,0,4,2017, May, Thursday,7.80,40, Dry, N, Daylight, Right Angle, Minor Injury, N, N
US,2,0,0,0,2017, May, Wednesday,7.80,40, Dry, N, Daylight, Rear End, Not Injured, N, N
US,2,0,0,1,2017, June, Thursday,7.80,40, Dry, N, Daylight, Hit Pedestrian, Minor Injury, N, N
US,2,0,0,0,2017, June, Friday,7.80,40, Dry, N, Daylight, Right Angle, Not Injured, N, N
US,2,0,0,0,2017, June, Thursday,7.80,40, Dry, N, Daylight, Right Angle, Not Injured, N, N
US,2,0,0,0,2017, June, Tuesday,7.80,40, Dry, N, Daylight, Hit Pedestrian, Minor Injury, N, N
US,2,0,0,1,2017, June, Tuesday,7.80,40, Dry, N, Daylight, Side Swipe, Minor Injury, N, N
US,2,0,0,0,2017, July, Saturday,7.80,40, Dry, N, Daylight, Right Angle, Not Injured, N, N
US,4,0,0,0,2017, July, Sunday,7.80,40, Dry, N, Daylight, Right Angle, Not Injured, N, N
US,2,0,0,1,2017, July, Monday,7.80,40, Dry, N, Daylight, Right Angle, Minor Injury, N, N
US,2,0,0,0,2017, July, Friday,7.80,40, Dry, N, Daylight, Right Angle, Not Injured, N, N
US,2,0,0,0,2017, July, Wednesday,7.80,40, Wet, Y, Daylight, Rear End, Not Injured, N, N
US,2,0,0,0,2017, July, Wednesday,7.80,40, Wet, Y, Daylight, Rear End, Not Injured, N, N
US,2,0,0,0,2017, August, Thursday,7.80,40, Dry, N, Daylight, Rear End, Not Injured, N, N
US,2,0,0,0,2017, August, Monday,7.80,40, Dry, N, Daylight, Rear End, Not Injured, N, N
US,2,0,0,0,2017, August, Sunday,7.80,40, Dry, Y, Daylight, Right Angle, Not Injured, N, N
US,2,0,0,0,2017, August, Tuesday,7.80,40, Dry, N, Daylight, Right Angle, Not Injured, N, N
US,3,0,0,0,2017, September, Friday,7.80,40, Dry, N, Daylight, Rear End, Not Injured, N, N
US,2,0,0,0,2017, September, Saturday,7.80,40, Dry, N, Daylight, Right Angle, Not Injured, N, N
US,2,0,0,0,2017, September, Monday,7.80,40, Dry, N, Daylight, Right Angle, Not Injured, N, N
US,4,0,0,0,2017, September, Tuesday,7.80,40, Dry, N, Daylight, Side Swipe, Not Injured, N, N
US,2,0,0,0,2017, October, Friday,7.80,40, Dry, N, Daylight, Right Angle, Not Injured, N, N
US,2,0,0,0,2017, October, Monday,7.80,40, Wet, Y, Daylight, Right Angle, Not Injured, N, N
US,2,0,0,0,2017, October, Tuesday,7.80,40, Dry, N, Daylight, Rear End, Not Injured, N, N
US,2,0,0,1,2017, October, Friday,7.80,40, Dry, N, Daylight, Rear End, Minor Injury, N, N
US,3,0,0,0,2017, October, Monday,7.80,40, Dry, N, Daylight, Rear End, Minor Injury, N, N
US,2,0,0,0,2017, November, Monday,7.80,40, Wet, Y, Daylight, Rear End, Not Injured, N, N
US,2,0,0,0,2017, November, Friday,7.80,40, Dry, N, Daylight, Right Angle, Not Injured, N, N
US,2,0,0,0,2017, November, Friday,7.80,40, Dry, N, Daylight, Head On, Not Injured, N, N
AUS,3,0,0,0,2017, February, Wednesday,7.80,50, Dry, N, Daylight, Hit Fixed Object, Not Injured, N, N
AUS,2,0,0,1,2017, February, Thursday,7.80,50, Dry, N, Daylight, Hit Pedestrian, Minor Injury, N, N
AUS,2,0,0,0,2017, February, Monday,7.80,50, Wet, Y, Daylight, Rear End, Not Injured, N, N
AUS,3,0,0,0,2017, March, Sunday,7.80,50, Dry, N, Daylight, Hit Fixed Object, Not Injured, N, N
AUS,2,0,0,1,2017, March, Friday,7.80,50, Dry, N, Daylight, Side Swipe, Minor Injury, N, N
AUS,2,0,1,0,2017, March, Wednesday,7.80,50, Dry, N, Daylight, Hit Pedestrian, Major Injury, N, N
AUS,2,0,0,1,2017, May, Monday,7.80,50, Dry, N, Daylight, Right Angle, Minor Injury, N, N
AUS,2,0,0,0,2017, June, Thursday,7.80,50, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,2,0,0,0,2017, June, Friday,7.80,50, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS,3,0,0,1,2017, June, Friday,7.80,50, Dry, N, Daylight, Right Angle, Minor Injury, N, N
AUS,2,0,0,0,2017, June, Tuesday,7.80,50, Dry, N, Daylight, Side Swipe, Not Injured, N, N
AUS,3,0,0,0,2017, June, Friday,7.80,50, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,2,0,0,0,2017, July, Monday,7.80,50, Dry, N, Daylight, Hit Pedestrian, Not Injured, N, N
AUS,2,0,0,1,2017, July, Tuesday,7.80,50, Dry, N, Daylight, Right Angle, Minor Injury, N, N
AUS,2,0,0,1,2017, August, Saturday,7.80,50, Dry, N, Daylight, Right Angle, Minor Injury, N, N
AUS,2,0,0,0,2017, August, Saturday,7.80,50, Dry, N, Daylight, Hit Fixed Object, Not Injured, N, N
AUS,2,0,0,0,2017, October, Tuesday,7.80,50, Dry, N, Daylight, Hit Pedestrian, Not Injured, N, N
AUS,2,0,0,0,2017, November, Saturday,7.80,50, Dry, N, Daylight, Hit Fixed Object, Not Injured, N, N
AUS,2,0,0,0,2017, November, Tuesday,7.80,50, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS,2,0,0,0,2017, November, Friday,7.80,50, Dry, N, Daylight, Side Swipe, Not Injured, N, N
AUS,2,0,0,1,2017, November, Thursday,7.80,50, Dry, N, Daylight, Right Angle, Minor Injury, N, N
AUS,2,0,0,0,2017, December, Tuesday,7.80,50, Dry, N, Daylight, Right Angle, Not Injured, N, N
US,2,0,0,1,2017, January, Monday,7.80,56, Dry, N, Daylight, Rear End, Minor Injury, N, N
US,2,0,0,0,2017, May, Saturday,7.80,56, Dry, N, Daylight, Right Angle, Not Injured, N, N
US,2,0,0,0,2017, May, Monday,7.80,56, Dry, N, Daylight, Rear End, Minor Injury, N, N
US,2,0,0,0,2017, May, Monday,7.80,56, Dry, N, Daylight, Right Angle, Not Injured, N, N
US,4,0,0,0,2017, June, Thursday,7.80,56, Dry, N, Daylight, Rear End, Not Injured, N, N
US,2,0,0,0,2017, July, Wednesday,7.80,56, Dry, N, Daylight, Rear End, Not Injured, N, N
US,2,0,0,0,2017, August, Monday,7.80,56, Dry, N, Daylight, Rear End, Not Injured, N, N
US,3,0,0,0,2017, August, Wednesday,7.80,56, Dry, N, Daylight, Rear End, Not Injured, N, N
US,2,0,0,1,2017, October, Sunday,7.80,56, Dry, N, Daylight, Rear End, Minor Injury, N, N
US,2,0,0,0,2017, October, Monday,7.80,56, Wet, Y, Daylight, Head On, Not Injured, N, N
US,2,0,0,0,2017, October, Friday,7.80,56, Dry, N, Daylight, Rear End, Not Injured, N, N
US,3,0,0,0,2017, November, Friday,7.80,56, Dry, N, Daylight, Rear End, Not Injured, N, N
US,2,0,0,0,2017, November, Thursday,7.80,56, Dry, N, Daylight, Right Angle, Minor Injury, N, N
US,2,0,0,0,2017, November, Wednesday,7.80,56, Dry, N, Daylight, Side Swipe, Not Injured, N, N
US,2,0,0,0,2017, November, Wednesday,7.80,56, Dry, N, Daylight, Right Angle, Minor Injury, N, N
US,2,0,0,0,2017, December, Tuesday,7.80,56, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,2,0,0,1,2017, January, Thursday,7.80,60, Dry, N, Daylight, Right Angle, Minor Injury, N, N
AUS,2,0,0,1,2017, January, Monday,7.80,60, Dry, N, Daylight, Side Swipe, Minor Injury, N, N
AUS,4,0,0,1,2017, January, Tuesday,7.80,60, Dry, N, Daylight, Right Angle, Minor Injury, N, N
AUS,2,0,0,0,2017, February, Thursday,7.80,60, Dry, N, Daylight, Side Swipe, Not Injured, N, N
AUS,2,0,0,1,2017, February, Monday,7.80,60, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS,2,0,0,0,2017, February, Tuesday,7.80,60, Dry, N, Daylight, Side Swipe, Not Injured, N, N
AUS,2,0,0,0,2017, March, Friday,7.80,60, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,2,0,0,0,2017, March, Monday,7.80,60, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS,2,0,0,0,2017, March, Friday,7.80,60, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,2,0,0,0,2017, April, Monday,7.80,60, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,2,0,0,0,2017, April, Thursday,7.80,60, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,2,0,0,1,2017, April, Monday,7.80,60, Dry, N, Daylight, Side Swipe, Minor Injury, N, N
AUS,2,0,0,0,2017, April, Tuesday,7.80,60, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,3,0,0,0,2017, April, Thursday,7.80,60, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS,2,0,0,0,2017, April, Friday,7.80,60, Wet, Y, Daylight, Right Angle, Not Injured, N, N
AUS,2,0,0,0,2017, May, Wednesday,7.80,60, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,2,0,0,0,2017, May, Tuesday,7.80,60, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS,2,0,0,1,2017, May, Thursday,7.80,60, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS,2,0,0,1,2017, May, Sunday,7.80,60, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS,2,0,0,0,2017, May, Thursday,7.80,60, Dry, N, Daylight, Side Swipe, Not Injured, N, N
AUS,3,0,0,1,2017, May, Tuesday,7.80,60, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS,2,0,0,0,2017, June, Thursday,7.80,60, Dry, N, Daylight, Side Swipe, Not Injured, N, N
AUS,3,0,0,1,2017, June, Wednesday,7.80,60, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS,2,0,0,1,2017, June, Thursday,7.80,60, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS,2,0,0,0,2017, June, Monday,7.80,60, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,3,0,0,2,2017, June, Monday,7.80,60, Dry, N, Daylight, Right Angle, Minor Injury, N, Y
AUS,2,0,0,0,2017, June, Saturday,7.80,60, Dry, N, Daylight, Side Swipe, Not Injured, N, N
AUS,2,0,0,0,2017, June, Monday,7.80,60, Wet, N, Daylight, Side Swipe, Not Injured, N, N
AUS,2,0,0,1,2017, July, Wednesday,7.80,60, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS,2,0,0,0,2017, July, Monday,7.80,60, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS,2,0,0,1,2017, July, Friday,7.80,60, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS,2,0,0,0,2017, July, Monday,7.80,60, Wet, Y, Daylight, Right Angle, Not Injured, N, N
AUS,2,0,0,0,2017, July, Monday,7.80,60, Wet, Y, Daylight, Hit Fixed Object, Not Injured, N, N
AUS,3,0,0,0,2017, August, Monday,7.80,60, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,3,0,0,0,2017, August, Friday,7.80,60, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,2,0,0,1,2017, August, Monday,7.80,60, Dry, N, Daylight, Right Angle, Minor Injury, N, N
AUS,3,0,0,1,2017, September, Monday,7.80,60, Wet, Y, Daylight, Rear End, Minor Injury, N, N
AUS,2,0,0,0,2017, September, Wednesday,7.80,60, Wet, Y, Daylight, Rear End, Not Injured, N, N
AUS,2,0,0,1,2017, September, Tuesday,7.80,60, Dry, N, Daylight, Head On, Minor Injury, N, N
AUS,2,0,0,1,2017, September, Wednesday,7.80,60, Wet, Y, Daylight, Right Angle, Minor Injury, N, N
AUS,2,0,0,0,2017, September, Thursday,7.80,60, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS,2,0,0,0,2017, September, Thursday,7.80,60, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS,2,0,0,0,2017, September, Tuesday,7.80,60, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,3,0,0,0,2017, September, Thursday,7.80,60, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,4,0,0,0,2017, October, Thursday,7.80,60, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,2,0,0,0,2017, November, Saturday,7.80,60, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS,2,0,0,0,2017, November, Monday,7.80,60, Dry, N, Daylight, Side Swipe, Not Injured, N, N
AUS,2,0,0,0,2017, November, Saturday,7.80,60, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,2,0,0,0,2017, November, Thursday,7.80,60, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,2,0,0,0,2017, December, Friday,7.80,60, Dry, N, Daylight, Side Swipe, Not Injured, N, N
US,2,0,0,0,2017, January, Monday,7.80,64, Dry, N, Daylight, Side Swipe, Not Injured, N, N
US,2,0,0,0,2017, September, Wednesday,7.80,64, Dry, Y, Daylight, Right Angle, Not Injured, N, N
US,2,0,0,0,2017, September, Wednesday,7.80,64, Dry, N, Daylight, Rear End, Not Injured, N, N
US,2,0,0,1,2017, October, Tuesday,7.80,64, Dry, N, Daylight, Rear End, Minor Injury, N, N
US,2,0,0,0,2017, November, Thursday,7.80,64, Wet, N, Daylight, Right Angle, Minor Injury, N, N
US,2,0,0,1,2017, December, Monday,7.80,64, Wet, N, Daylight, Rear End, Minor Injury, N, N
AUS,2,0,0,1,2017, August, Tuesday,7.80,70, Dry, N, Daylight, Rear End, Minor Injury, N, N
US,4,0,0,0,2017, November, Thursday,7.80,72, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,3,0,0,0,2017, January, Tuesday,7.80,80, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,2,0,0,0,2017, March, Wednesday,7.80,80, Dry, N, Daylight, Side Swipe, Not Injured, N, N
AUS,2,0,0,0,2017, May, Wednesday,7.80,80, Dry, N, Daylight, Side Swipe, Not Injured, N, N
AUS,2,0,0,0,2017, May, Friday,7.80,80, Dry, N, Daylight, Side Swipe, Not Injured, N, N
AUS,2,0,0,1,2017, June, Monday,7.80,80, Wet, Y, Daylight, Hit Fixed Object, Minor Injury, N, N
AUS,2,0,0,0,2017, June, Friday,7.80,80, Wet, Y, Daylight, Hit Fixed Object, Not Injured, N, N
AUS,2,0,0,0,2017, July, Thursday,7.80,80, Wet, N, Daylight, Hit Fixed Object, Not Injured, N, N
AUS,2,0,0,0,2017, July, Thursday,7.80,80, Wet, Y, Daylight, Side Swipe, Not Injured, N, N
AUS,3,0,0,0,2017, July, Wednesday,7.80,80, Dry, N, Daylight, Side Swipe, Not Injured, N, N
AUS,2,0,0,1,2017, September, Friday,7.80,80, Wet, Y, Daylight, Hit Fixed Object, Minor Injury, N, N
AUS,2,0,0,0,2017, September, Monday,7.80,80, Dry, N, Daylight, Hit Fixed Object, Not Injured, N, N
AUS,4,0,0,1,2017, November, Thursday,7.80,80, Dry, N, Daylight, Rear End, Minor Injury, N, N
US,3,0,0,0,2017, April, Tuesday,7.80,89, Dry, N, Daylight, Rear End, Not Injured, N, N
US,2,0,0,1,2017, May, Monday,7.80,89, Dry, N, Daylight, Rear End, Minor Injury, N, N
US,3,0,0,0,2017, May, Monday,7.80,89, Dry, N, Daylight, Rear End, Not Injured, N, N
US,3,0,0,0,2017, August, Wednesday,7.80,89, Dry, N, Daylight, Right Angle, Not Injured, N, N
US,3,0,0,2,2017, September, Friday,7.80,89, Dry, N, Daylight, Rear End, Minor Injury, N, N
US,2,0,0,0,2017, October, Tuesday,7.80,89, Wet, N, Daylight, Rear End, Minor Injury, N, N
US,3,0,0,0,2017, December, Tuesday,7.80,89, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,2,0,0,1,2017, April, Sunday,7.80,90, Dry, N, Daylight, Hit Fixed Object, Minor Injury, N, N
AUS,2,0,0,0,2017, July, Wednesday,7.80,90, Dry, N, Daylight, Side Swipe, Not Injured, N, N
AUS,3,0,0,0,2017, July, Monday,7.80,90, Wet, Y, Daylight, Rear End, Not Injured, N, N
AUS,3,0,0,1,2017, October, Wednesday,7.80,90, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS,2,0,0,0,2017, December, Monday,7.80,90, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,2,0,0,0,2017, January, Wednesday,7.80,100, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,2,0,0,0,2017, February, Sunday,7.80,100, Wet, Y, Daylight, Hit Fixed Object, Not Injured, N, N
AUS,2,0,0,0,2017, June, Friday,7.80,100, Wet, N, Daylight, Hit Fixed Object, Not Injured, N, N
AUS,2,0,0,0,2017, November, Monday,7.80,100, Dry, N, Daylight, Hit Fixed Object, Not Injured, N, N
AUS,2,0,0,0,2017, August, Thursday,7.80,110, Dry, N, Daylight, Hit Fixed Object, Not Injured, N, N
AUS,2,0,0,0,2017, August, Wednesday,7.80,110, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS,2,0,0,1,2017, October, Tuesday,7.80,110, Dry, N, Daylight, Right Angle, Minor Injury, N, N
AUS,2,0,1,0,2017, January, Tuesday,8.00,40, Dry, N, Daylight, Right Angle, Major Injury, N, N
AUS,2,0,0,0,2017, August, Sunday,8.00,40, Dry, N, Daylight, Hit Fixed Object, Not Injured, N, N
AUS,2,0,0,1,2017, October, Monday,8.00,40, Dry, N, Daylight, Right Angle, Minor Injury, N, N
US,2,0,0,0,2017, January, Tuesday,8.00,40, Wet, Y, Daylight, Right Angle, Not Injured, N, N
US,2,0,0,0,2017, February, Saturday,8.00,40, Dry, N, Daylight, Rear End, Not Injured, N, N
US,4,0,0,0,2017, February, Tuesday,8.00,40, Wet, Y, Daylight, Rear End, Not Injured, N, N
US,2,0,0,0,2017, February, Friday,8.00,40, Dry, N, Daylight, Rear End, Not Injured, N, N
US,2,0,0,0,2017, February, Tuesday,8.00,40, Dry, N, Daylight, Right Angle, Not Injured, N, N
